director_id,director_id
1032,14392
1032,14999
1032,1033654
1032,1035
1032,3556
1032,1150
1032,5655
1032,6818
1032,56383
323,1032
1032,69371
1032,5656
1032,4135
1032,13235
1032,2746
1032,2636
1032,2303
1032,17087
1032,3224
1032,12238
1032,1145520
1032,30711
1032,9200
108,1032
1032,92784
1032,4762
1032,2171
1032,45400
1032,21007
1032,56206
1032,1650
1032,2145315
1032,83287
1032,1158
1032,67717
1032,133631
1032,21684
1032,6111
103,1032
1032,1776
1032,5010
78061,78064
6818,45730
45730,69122
78021,92993
1440271,1668697
1032,2034
2034,7018
2034,11614
2034,11181
2034,3061
2034,2036
2034,17051
2034,131617
2034,11401
1032,39104
5970,39104
569,39104
1243,39104
6818,39104
22461,39104
4808,39104
21411,39104
8654,39104
12219,500061
117642,1341629
52605,1341629
39,488
39,3556
39,1187130
39,17697
39,21684
39,15556
219861,1486737
2712,18184
32799,51534
10051,32799
24657,32799
64108,76242
76171,112280
40863,101542
98631,101542
101542,138557
569,101542
16847,101542
66681,101542
80762,112280
101542,1039529
67075,112280
11161,112280
108,98631
98631,139150
84981,141673
2294,141673
4955,141673
56857,133403
133403,1174074
76171,235430
112280,235430
81251,235430
101542,235430
118303,235430
137467,235430
2127,235430
2636,235430
121798,235430
510,206169
32395,206169
2294,935179
206169,1214840
7623,935179
138,935179
11770,935179
60073,137467
137467,182327
5470,137467
578,40223
23532,40223
19536,40223
1461,40223
1896,40223
17178,40223
6482,929825
488,6482
6482,9777
5281,6482
6482,1056121
6482,21712
6482,53267
6482,37932
6482,291263
6482,92784
6482,9778
6482,9788
16848,1284139
2294,1284139
10828,1284139
16847,1284139
138,1284139
11218,1284139
7881,52691
63052,64108
63052,63059
31155,1184590
31155,98132
138,31155
2149,2675
224,5877
5877,5892
2128,2675
280,5877
2675,32203
3776,535191
31268,40863
1032,31268
53603,535191
31268,101542
10828,31268
4429,31268
17016,31268
31268,56383
31268,87082
31268,1079368
31268,1094069
6198,51864
529184,529185
138,126125
108,126125
280,126125
4720,126125
234559,1041223
27889,1090812
1106693,1285817
488,7018
7018,11181
468,7018
7017,7018
138,7018
7018,1227885
7018,11343
7018,8297
1233,7018
4566,7018
4483,7018
7018,76221
13015,61239
11701,13015
5292,13015
5696,13015
13015,58094
2690,13015
13015,232156
819,985904
1298714,1967361
1704558,1967361
8654,131846
1298714,1704558
2034,35460
138,84981
2636,84981
510,23430
138,23430
15218,23430
280,10707
10707,14606
5970,1063268
88926,142517
2461,142517
12073,142517
190,97579
1032,97579
56205,97579
224,97579
5602,97579
1193499,1311564
5970,40863
5970,17282
4387,5970
5953,17883
525,17883
17883,51679
17883,113373
1461,17883
17883,981854
2632,17883
9274,17883
7399,17883
17883,51329
9778,17883
12073,17883
17883,212208
6482,80602
880,80602
5281,80602
20019,80602
7467,80602
17605,80602
1012,74752
4385,78108
1012,5575
94342,1212871
38785,1212871
33192,1212871
10757,1212871
17051,1179828
8574,1179828
14386,62116
1769,1777
138,1777
1777,19228
1777,5010
558177,1571086
55265,558177
12080,142587
19274,142587
54734,142587
40345,142587
16384,142587
21007,142587
1462,77869
17142,77869
24,9306
5602,9306
5524,12080
12080,65630
12079,12080
12080,18863
12080,19274
12080,54734
12080,16384
12080,21007
578,130253
20907,130253
569,130253
90037,130253
58689,130253
54025,130253
2128,130253
2878,102389
1921,1907753
1461,1921
1032,59466
59466,102445
59466,1907753
59466,72624
54025,59466
7467,59466
20387,59466
1884,27436
880,27436
27436,58448
20665,27436
27436,90694
3556,27436
15175,27436
2303,27436
27436,78439
1152,27436
865,56979
36602,56979
35468,56979
7467,56979
1152,56979
1063,56979
488,67589
67589,227452
67589,67592
60962,2877381
41421,1448492
488,3776
488,578
488,2294
24,488
488,102445
488,6046
488,6159
488,525
488,90694
488,4600
488,4945
488,3556
488,6818
488,82194
488,15892
488,8844
488,19303
488,2636
488,2283
488,30368
488,12238
488,648
108,488
488,4762
488,19274
488,109314
488,40345
31,488
488,508
488,17142
488,1650
488,4483
488,936584
488,4746
488,51329
488,5602
488,32395
488,26095
297095,1194748
11614,934281
2461,11614
11657,25598
11649,11657
11657,11694
11657,30715
1152,11657
138006,1140436
115584,2766240
212208,1140436
7499,119406
14887,119406
35013,119406
45405,182009
144009,182009
58689,109745
80591,109745
78500,109745
5713,5714
16483,30058
4808,30058
5090,30058
63477,1046436
4566,225893
974,81809
19302,230157
1035,18878
7256,18878
18878,53348
12988,18878
18878,40542
5140,18878
18878,128947
3776,1099847
56383,1099847
138,1099847
13235,61069
4491,61069
16294,61069
11614,61659
956,4385
880,61659
61659,77147
956,1413704
61659,80591
138,956
956,973
956,974
956,95022
956,17697
956,975
956,957
956,3125
524,956
956,17605
13922,66564
60949,66564
26457,66564
66564,224610
7166,66564
66564,543261
41421,66564
26205,52934
26205,55936
510,26205
510,3061
510,19303
510,518
510,5572
510,27319
510,2176
510,76070
510,4566
510,57113
510,1899
510,524
510,57646
2675,127614
510,127614
138,2294
2294,11770
2294,16384
2293,2294
2294,11161
578,58220
578,1018106
578,137427
578,1907753
578,1413704
578,2636
578,5292
578,3416
578,12238
578,23227
578,934
578,893
543261,1288700
71548,1568670
17866,51917
17108,17114
82200,1201777
16848,1160012
5281,134129
49281,51534
51534,67367
10051,49281
5602,49281
23287,81856
23287,84369
23287,30614
1239407,1265056
1038,1239407
40684,1239407
12891,1239407
10828,1239407
168798,1239407
9033,1239407
1108,1239407
17605,1239407
95101,1239407
510,1193125
1243,1193125
30715,1193125
3061,12995
9915,12995
879,12995
31,12995
32799,240352
240352,1023724
1243,11181
11181,56710
11181,18997
525,11181
11181,93911
11181,1413704
5292,11181
2283,11181
11181,11218
6384,11181
1461,11181
4566,11181
11181,1305192
524,11181
6979,11181
64227,1009255
37710,62941
16644,62941
6737,12073
190,16214
638,16214
16214,69371
16214,21411
1776,16214
587,3492
31,3492
3897,11694
3897,7623
1884,3897
3897,1907753
1614,3897
323,3897
2945,3897
3897,20750
3897,6384
3897,17141
3897,20739
3897,163496
1579,3897
34934,90367
74863,90367
43553,1432635
137467,1432635
13015,1432635
20308,1432635
15488,1432635
564,1432635
4429,1432635
11864,1432635
224,1432635
15148,1432635
44740,1432635
2303,1432635
3224,1432635
76070,1432635
280,1432635
17282,1432635
115309,1432635
66728,1432635
63973,1432635
6162,1432635
110,1432635
24,190
24,1038
1769,130030
24,1907753
56383,130030
5216,130030
24,11701
24,1150
24,8328
24,24045
24,5292
24,8297
24,31
24,1063
24,9994
24,32
9778,109692
7036,11649
11649,17697
3388,11649
2228,11649
7399,11649
11649,51329
11649,26467
10567,11649
1724,58220
4757,58220
893,58220
1158,58220
56205,88149
2746,88149
88149,985032
57755,88149
1147872,1147874
1769,1332325
84833,1224454
1224454,1416533
1031943,1031944
7623,87742
24045,87742
87742,1136517
24,2226
1243,2226
2226,4135
1461,2226
2226,4483
84931,113225
17142,84931
488,221152
190,45052
45052,1081077
39516,45052
569,20907
5294,20907
5292,20907
11401,20907
6818,18533
3416,126910
934,126910
126910,176557
65521,929825
59466,65521
65521,71947
48506,48507
1484323,2408537
1440271,1484323
1428024,1484323
21183,41530
68843,68844
42,71082
11694,15277
11694,11701
1893,11694
578,3061
1243,3061
3061,6159
3061,15557
3061,17835
3061,5294
3061,3556
3061,1936668
3061,5306
2283,3061
31,3061
3061,30614
3061,6162
3061,5470
565250,1140437
967330,1211636
1211636,1636959
12714,1211636
729,90037
71947,77277
23799,77277
5281,77277
9281,77277
59521,77277
5292,77277
72208,77277
35013,77277
220691,1288788
6046,15361
679,15361
15852,1213330
17178,1213330
17605,84763
17087,1156216
1011,1012
1011,115033
1011,51329
138,68215
27319,68215
2632,68215
57328,68215
16644,1206703
1081445,1085903
7623,1141683
19850,1141683
63772,224610
45405,221944
45407,221944
17883,19850
11649,19850
7623,19850
564,19850
19850,37917
7623,59291
7623,27571
7623,24173
7623,10828
7623,57581
7623,1293994
7623,932248
7623,19656
7623,37710
7623,1545927
7623,20310
7623,11770
108,7623
7623,11641
7623,11401
879,7623
7623,57193
7623,22676
7623,1046225
7623,80675
638,1032
53120,59328
578,638
638,36602
638,23532
638,3556
638,155357
638,934
638,4483
638,1158
638,7270
11770,58324
1243,112588
112588,994970
1474798,1474799
1344622,1474798
1474798,1603020
1344622,1474799
1474799,1603020
4720,1075786
2034,19866
19866,32250
19866,55379
39104,213357
3061,213357
19866,90607
213357,1968322
1957,19866
11401,213357
76242,2380389
19866,20028
879,213357
17282,213357
1032,2380389
6482,2380389
5281,2380389
1056121,2380389
37932,2380389
2128,139098
30614,139098
139098,1076793
51329,139098
190,52358
52358,930012
19536,52358
16847,52358
16644,52358
638,1018106
47506,1018106
35453,1018106
2461,1018106
64856,1018106
10099,1018106
6403,15254
4429,6403
59315,227108
15299,55934
15299,55941
1342445,1676969
36693,1030255
12786,1030255
45407,1155547
3416,1155547
1063,474199
37917,1299380
5723,1299380
44735,1299380
5292,196858
6162,107658
17439,162371
17051,162371
4491,162371
27319,162371
212,162371
2228,162371
59410,162371
7399,162371
51329,162371
524,162371
71947,109695
71947,72208
71943,71947
14386,71947
42138,71947
1243,41621
36602,41621
6159,41621
32278,41621
7467,41621
4762,41621
7166,41621
13520,41621
26849,41621
524,41621
5602,41621
5342,41621
3026,52599
5065,52599
13426,52599
940632,1810408
31493,137467
4385,31493
11090,31493
4600,31493
138,31493
280,31493
468,5469
31,468
468,56960
468,5470
18997,77775
3064,77775
54472,77775
1017258,1485823
31268,146745
7132,146745
3776,1320818
2352,3556
2352,130938
14386,106970
71609,444892
5281,51864
1896,51864
98,51864
5281,305750
88967,305750
18897,223533
62410,223533
2461,2712
1158,2712
6431,7499
5281,6431
4429,6431
3556,6431
224,6431
6431,183036
280,6431
934,6431
2293,6431
524,6431
6431,1405665
5010,6431
39,569
59,569
569,8685
569,41670
564,569
569,69845
569,4600
569,1035
569,54469
569,55499
569,5292
569,3416
569,11218
569,11770
569,87672
569,1233
569,7132
569,45400
569,138781
569,17142
569,64194
569,2690
103,569
569,5723
569,5470
74655,209513
84981,440517
1243,3776
488,1243
1243,59315
202,1243
1243,65452
1243,41670
1224,1243
564,1243
1243,86626
1243,11090
1243,5281
1243,78160
1243,78188
1243,5655
1243,8688
1243,5656
1243,54733
1243,21678
1243,1044255
1243,37917
1243,4135
1243,2746
138,1243
1243,98103
1243,2636
1243,56539
1243,16483
1241,1243
1243,53708
1243,52443
1243,1031944
1243,27319
1243,5367
1243,52849
309,1243
1243,45400
1243,90492
1243,2228
1243,52139
1243,22020
1243,59410
1243,2632
1243,54240
1243,12219
1243,54472
1243,27578
1243,139135
1243,1776
1243,167640
1243,74159
1243,994970
1243,15556
1243,44735
1243,5342
9281,96199
96199,1037308
96199,131239
11805,99496
524,930012
488,9032
569,9032
6046,9032
9032,11092
9032,10696
974,9032
9032,11012
1461,9032
9032,9033
957,9032
52605,84437
17087,1402972
5970,92015
4429,92015
1776,92015
3026,78040
21657,129718
6198,102445
26473,102445
4600,102445
102445,124783
20833,102445
1152,102445
589,102445
1776,102445
110,102445
1146,64751
19896,64751
880,15277
525,15277
10696,15277
7467,15277
7087,15277
957,15277
4483,15277
5723,15277
7904,1115959
78021,1617373
5602,1617373
20308,21981
20307,20308
21246,27992
224875,929616
4483,1424519
41039,1424519
3026,13524
55710,59026
11090,55710
23532,55710
55710,74619
55710,177475
30614,55710
21007,55710
55710,1186229
10696,1614855
224610,1614855
956,1884
1884,3061
1884,2163
1884,61363
1884,1907753
1103,1884
525,1884
1884,3556
1884,6340
323,1884
1884,15389
138,1884
1884,7467
1884,2945
1884,119665
1461,1884
1884,92784
1884,21007
1884,1896
508,1884
1884,22676
1884,2199
1884,19014
1158,1884
1884,139150
1884,5029
1884,38673
1884,5342
4385,4955
4385,39012
4385,932533
4385,12329
9777,76422
8654,76422
1614,57055
8654,57055
15488,90694
15488,119294
15488,206296
3064,15488
15488,1187602
12329,15488
52701,1281387
15277,52701
564,52701
539,52701
52701,1222393
66190,142312
7314,66190
5713,66190
15811,66190
608,66190
66190,69797
12890,66190
16384,66190
66190,66191
16483,23968
518,1407281
23968,54240
16483,1407281
17697,1407281
1049919,1081569
56205,168770
168770,985032
168770,1172366
5470,80586
2127,1302082
115033,1302082
59,3776
59,27977
59,1650
59,3125
59,37626
12238,36588
5470,36588
2127,26714
202,5953
202,9281
42,202
201,202
202,52849
202,67356
202,1461
202,1233
202,30614
202,60073
202,53684
202,7399
202,1776
202,5602
2283,82511
57755,82511
488,8685
20212,82511
3052,82511
19850,70301
82511,1136517
56322,70301
9994,70301
2690,8685
27578,70301
52605,70301
2036,24618
23799,96172
8246,96172
6046,8676
6046,20204
90,5216
90,8574
90,98
3776,65452
564,65452
15254,65452
1614,65452
525,65452
11701,65452
65452,119294
5345,65452
12238,65452
68,65452
65452,77965
65452,69488
11090,59026
20400,59026
62978,76242
990,62978
92012,1662226
92013,1662226
236605,1662226
129097,1081445
224,1081445
1049919,1081445
66228,1081445
92012,92013
971273,1140238
40863,971273
76999,971273
971273,1001384
31,971273
2127,67813
2127,1338249
2127,17825
2127,10051
2127,58189
2127,21657
2127,2128
2127,1113116
2127,21981
2127,55075
2127,17178
1243,1001384
102445,1001384
564,1001384
1001384,1033654
1001384,1031944
66605,1285174
5656,1285174
1285174,1586169
139135,1285174
15488,229604
43426,118463
99898,1187819
1177552,1682188
81856,84369
17141,81856
105435,130030
20019,129097
224,129097
366,432
432,21712
432,14392
432,4499
432,1704
432,13235
432,2303
432,20646
432,1454884
432,1461
432,12962
432,1152
432,13520
432,102634
432,11887
432,11151
432,934
432,18500
432,4483
432,15002
432,41039
2127,90591
2128,90591
1032,71797
6159,71797
2303,71797
17087,1162816
6767,82937
1461,1162816
6767,183036
578,880
880,2294
880,3026
564,880
880,12891
880,23532
880,7017
880,19303
880,5216
880,56539
880,4491
880,7467
880,556172
880,1893
880,1461
880,30715
880,472630
880,7270
488,137427
525,137427
2636,137427
115033,137427
4762,137427
137427,1215399
117642,137427
137427,206919
208113,1182669
78160,1581913
53708,1581913
1581913,1795072
1213167,1581913
1116251,1581913
212934,1581913
51533,1581913
6384,41670
41670,45400
32,41670
313,41670
5342,41670
11614,77147
19311,77147
578,7499
1038,7499
7499,125738
7499,69371
7499,1059571
7499,54040
7467,7499
7499,30715
2228,7499
1152,7499
7499,114540
7499,1978406
7623,17051
17051,59315
17051,51918
17051,77357
5216,17051
17051,69122
17051,19274
2228,17051
17051,21007
17051,52139
524,17051
17051,41039
17051,54697
13333,1963428
21134,54781
17141,54781
3950,54781
28898,30365
182,7018
182,999760
172,182
182,84554
2149,134129
2127,2149
2149,2679
2149,68020
2149,87776
2128,2149
2149,2150
2149,144304
2149,95550
2149,31123
178981,1358947
1032,893462
893462,1041223
1243,893462
2636,893462
227252,893462
147540,893462
234559,893462
190,1723
24,1723
1243,1723
1723,1724
1723,4610
1723,8328
138,1723
1723,16483
1723,5292
1723,39012
1723,12238
1723,21370
1108,1723
1090,1723
1723,1776
865,23799
1032,23799
16847,23799
138,23799
8297,23799
23799,61847
1461,23799
23799,1215399
3556,7482
9994,21475
1301235,1933266
139135,1447271
58448,62157
1628977,1911103
90583,90585
90583,90586
105643,204553
4429,9888
2303,9888
9888,22461
15217,34934
32278,34934
34934,40345
16384,34934
880,15217
12891,15217
6884,15217
15217,15218
59026,105643
15217,105643
1285876,1285877
95432,95433
16863,95433
56714,95433
34934,74863
929825,930707
865,66739
5469,66739
29922,66739
2945,66739
36811,66739
2838,66739
66739,144816
11091,66739
66739,1099862
65225,1046142
4135,8246
518,8246
8246,53334
8246,28866
4483,8246
1158,8246
7904,8246
15277,36602
23532,36602
11091,36602
190,389
7046,71600
22020,71600
865,9777
578,9777
9777,11649
9777,36425
9777,20019
19303,143958
20503,143958
19302,143958
3061,75131
33192,75131
75131,109439
3556,51918
6818,51918
8688,51918
5216,51918
2838,51918
30715,51918
51917,51918
40542,51918
51918,1978406
3110,17883
2294,3110
138,3110
2303,3110
3110,91343
1896,3110
3110,3111
31120,1243311
4491,84061
4688,36811
4688,9778
4688,109708
2034,87257
39,87257
87257,223516
57755,87257
76070,87257
17605,87257
578,6159
6159,59315
1270,6159
6159,6384
108,6159
31,6159
3087,6159
589,6159
934,6159
5602,6159
6159,15556
280,2163
5281,109695
45400,177532
31,177532
62863,177532
2199,177532
524,177532
7036,15557
508,15557
2228,1152054
7399,1152054
638,32983
1243,32983
32983,66605
32983,54733
4135,32983
1241,32983
5345,32983
1233,32983
32983,139135
1038,1243
1038,5281
1038,3556
1038,10781
1038,5292
1038,7467
1038,27319
1038,2461
1038,1461
1038,5344
1038,16294
934,1038
45419,1140272
5723,45419
2636,234817
6047,234817
234817,1038655
4760,97296
564,1650
564,6163
564,17141
564,59918
5655,26473
1158,26473
5723,26473
102109,148804
3905,148804
94916,94917
20746,66263
933262,933263
18878,1216558
190,1769
510,1769
1223,1769
1769,5953
1769,4429
1769,14392
1769,95977
518,1769
1769,13235
138,1769
1769,17242
1769,38803
1769,6201
1769,6384
1769,72125
1769,1193602
1769,28866
1769,80591
524,1769
1769,1776
1769,10757
1555061,2408537
23532,240740
1440271,1555061
129921,240740
1428024,1555061
240740,1299467
1177552,1555061
5470,933263
9778,65133
35013,1193597
17282,73035
9032,11011
11011,12891
11011,11092
6818,11011
819,11011
10995,11011
78021,1453505
11092,40684
40644,40684
30614,40684
38673,40684
933761,1260119
13015,95321
11614,95321
76422,95321
95320,95321
5216,95321
1028821,1260119
488,155531
55710,155531
11090,155531
108,155531
75286,1179723
488,12891
12891,47506
12891,17167
12891,1130788
12891,35468
6884,12891
12891,15218
12891,117642
12891,51533
30149,33315
488,30149
23968,30149
6159,30149
5065,30149
31,30149
110283,1152005
45421,1152005
859754,1152005
110343,1152005
141475,1152005
1044255,1152005
34110,1152005
136495,1152005
1893,1152005
5090,1152005
4720,38674
86626,91268
86626,147113
6384,86626
19274,86626
4720,86626
41039,86626
86626,132857
86626,1020767
44735,86626
18878,36425
578,36425
11694,36425
9032,36425
23968,36425
6767,36425
36425,57270
36425,168798
36425,71551
19274,36425
11091,36425
36425,51329
15254,39104
15254,17016
3556,15254
258,15254
15254,37626
1032,5953
5953,59315
5953,86626
5953,56578
5953,136495
5345,5953
5953,7467
201,5953
212,5953
5953,76070
1461,5953
5953,57691
5953,17142
4720,5953
5953,9778
5953,139135
1776,5953
5953,17605
32,5953
55710,217587
2636,217587
7467,217587
56322,217587
488,11090
2294,11090
7623,11090
11090,12891
11090,14999
4610,11090
4600,11090
11090,19303
138,11090
11090,47730
11090,52443
108,11090
11090,52842
11090,41039
15175,164554
42,164554
6884,164554
3492,19975
19975,51298
19975,78439
6384,19975
13520,113225
4945,6159
4945,5306
4945,56506
4945,7087
110,4945
1333,77357
7499,1065346
1065346,1284159
55499,1065346
74653,1107724
510,7879
7879,139474
7879,15774
7879,15811
608,7879
7087,7879
280,7879
7879,57646
18897,1167211
138,1167211
4720,1167211
85563,94471
30711,934281
114470,934281
190,11864
11864,13922
11864,204325
2127,132876
31,132876
117642,132876
518,77121
18023,77121
4566,77121
39189,55934
39189,98103
39189,84416
17697,39189
57581,58005
57581,231199
1032,119294
5970,119294
6818,119294
138,119294
119294,120226
69488,119294
1650,119294
12329,119294
19152,1219201
13520,1219201
4808,1219201
138,58552
7623,9281
9281,19303
5367,9281
9281,11218
9281,19274
9281,218737
1152,9281
12898,50583
11401,50583
19850,55493
33192,55493
24045,55493
19224,55493
55493,1280031
55493,139150
524,55493
35013,55493
7132,204325
26467,204325
865,939155
578,939155
2294,939155
87742,939155
7623,939155
57581,939155
7467,939155
12238,939155
57446,939155
189230,939155
893,939155
5602,939155
2419,939155
15217,17183
17183,19304
2228,17183
5140,17183
17178,17183
5010,17183
8395,1151353
142403,142404
2303,54469
5723,54469
45407,59315
190,18897
11090,18897
11701,18897
138,18897
16483,18897
11401,18897
18897,44916
11091,18897
18897,62410
4483,18897
18897,64796
3776,15389
1650,15389
15892,19274
224,455
224,1032
224,488
224,578
224,8858
224,23227
224,76070
224,10491
110,224
1184967,1193597
12180,230642
608,230642
16848,108952
1146,66605
518,66605
2283,66605
1233,66605
45400,66605
8844,72757
6159,8844
1150,8844
8844,10781
8844,45407
8844,30368
8844,12238
2461,8844
6384,8844
648,8844
3388,8844
5344,8844
8844,67367
31,8844
508,8844
1032,95977
6384,95977
11151,95977
1032,68020
5281,68020
488,5656
5281,5656
5656,78188
4429,5656
5656,14353
5656,122582
1241,5656
5656,39012
5656,18863
5656,45400
1650,5656
4483,5656
5656,7399
5656,78190
607,1936668
4762,1936668
679,15115
1243,1059571
5281,1059571
4600,1053404
1614,84075
53684,84075
6737,60074
15277,60074
1884,60074
60074,1187819
60074,86626
5149,60074
39189,60074
60074,113373
60074,66633
60074,220088
17087,60074
4491,60074
60074,90492
59410,60074
56322,60074
12219,60074
41039,60074
60074,139135
60074,109708
3776,143593
137427,143593
93396,143593
10757,143593
85666,4184717
85666,119819
6495,85666
81217,86164
53761,86164
5281,7488
51034,1485823
72952,87257
1032,83198
6159,83198
25598,77104
11181,77104
17016,77104
13367,77104
55439,77104
13333,77104
93106,234559
5524,12099
5524,12073
24045,220691
3061,61363
61363,1191348
61363,98522
15488,1016214
40476,1016214
107168,146110
20173,107168
88967,107168
934,61239
488,5281
5281,177532
5281,72024
1614,5281
5281,1056121
4429,5281
5281,5294
2746,5281
1241,5281
5281,122423
5281,5292
5281,11218
1233,5281
5281,36811
819,5281
1158,5281
4808,5281
5281,51329
5281,1211376
1380821,1571086
117841,939440
1037997,1079368
129561,1037997
107766,1037997
2878,26048
8676,1571086
8676,20204
8844,51851
30368,51851
51851,1144604
41039,51851
138,550162
578,47506
550162,2069821
12995,47506
98,550162
32278,47506
47506,1293994
15218,47506
47506,1213074
47506,149495
23532,33192
23532,57492
4491,23532
212,23532
23532,88967
15556,23532
23532,105647
5281,551989
2632,551989
97579,1038015
3492,82885
82885,131870
2171,82885
45400,82885
82885,931744
82885,184581
288467,1106255
1896,72024
1032,74623
74623,131521
19274,74623
53942,74623
74623,212208
59026,1907753
518,1907753
2636,1907753
3416,1907753
7467,1907753
1152,1907753
3290,3897
80602,2102249
95573,95575
4135,12833
4491,12833
4027,12833
31,12833
1152,12833
6163,12833
12833,937034
75544,139250
62897,238001
62926,585659
557100,1368897
488,3288
3288,19242
3288,19119
108,3288
3288,26481
488,29009
880,29009
6159,29009
4135,29009
29009,220088
4491,29009
4757,29009
17697,29009
1233,29009
29009,51329
61175,116370
9281,22215
22215,113373
22214,22215
212,22215
12219,22215
2636,123695
488,24173
24,24173
880,24173
24173,41670
12898,24173
21526,24173
1896,24173
24173,109708
1614,37917
1614,1617
1614,4566
1614,60099
1614,35013
5970,78160
5469,78160
2636,78160
4955,78160
23227,78160
16294,78160
2838,78160
78160,1318470
16483,1056121
135651,1056121
1056121,1140231
206919,1056121
939336,939337
31,128639
98104,939337
1893,1045176
19840,19841
3061,928885
86255,133048
133048,1524193
2034,7017
7017,12995
5294,7017
7017,76070
880,24294
61659,429728
74396,76325
87742,1932178
1056739,1932178
488,21712
21712,56857
15852,21712
5292,21712
7467,21712
11676,21712
879,21712
16294,21712
116881,130514
24,10828
2636,10828
10828,27319
10828,11218
108,10828
10828,76070
223,10828
10828,51329
10828,39516
1978,11701
1978,6162
59,229568
2303,10620
68,10620
558860,1198724
76070,558860
44735,558860
190,18997
11614,18997
7623,18997
6159,18997
42,18997
18997,24045
5216,18997
974,18997
18997,55789
957,18997
524,18997
61290,94177
37526,78188
2838,78188
30715,78188
45400,78188
78188,78190
1103,2461
366,11092
488,11092
956,11092
578,11092
11092,11181
11092,11694
11092,36425
11092,17825
11092,11701
11092,82194
8844,11092
11092,934803
7256,11092
11092,37932
11092,202816
957,11092
11092,65734
11091,11092
1776,56349
141963,141964
141962,141963
16847,87494
525,578
525,638
525,15217
525,77863
525,10828
525,136495
525,1158
525,559
3061,16863
103,16863
524,16863
455,85203
578,142312
17825,142312
6884,142312
142312,1262481
94342,1546979
94342,942251
7467,10855
280,10855
56205,159767
55439,159767
26076,38785
26852,1140238
26852,31268
26852,76999
3110,26852
12898,26852
21657,26852
190,1057984
1032,1057984
17825,40223
17825,17883
488,17825
17825,61069
17825,1155547
17825,137427
17825,229482
17825,930710
12898,17825
17825,57630
17329,17825
17825,115033
17825,21981
17825,17871
17825,1394656
17825,62854
17825,20739
17825,1129908
17825,89576
17825,1365066
2675,2679
2150,2679
17835,39189
17835,47730
13524,17835
17835,1571086
17835,52849
2632,17835
7399,17835
15452,666935
39,122029
3897,122029
122029,1305138
98750,122029
1498662,1593336
1498662,1611614
2303,4429
201,4429
150,4429
4429,76070
2838,4429
3897,53935
53935,95022
1158,53935
38673,53935
865,19242
819,19242
19242,57113
488,17167
1038,17167
26775,99436
17167,23532
18897,26775
17167,1907753
4491,17167
17167,23881
6384,17167
55934,71082
55934,89847
55934,84740
6884,55934
55934,1052583
280,55934
55934,55936
55934,1097660
3897,62768
36425,62768
11401,62768
36669,62768
5953,1685190
2294,99436
